Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,37:34,8,14,.571,2,5,.400,6,10,.600,0,12,12,12,0,1,4,3,24,+12,0
Kyrie Irving,35:46,9,22,.409,2,8,.250,2,2,1.000,3,6,9,7,1,0,2,2,22,+11,0
Iman Shumpert,30:36,5,7,.714,3,4,.750,2,2,1.000,1,3,4,2,0,0,1,3,15,+8,0
Tristan Thompson,27:44,6,9,.667,0,0,nan,2,7,.286,3,10,13,1,0,2,1,0,14,-2,0
Richard Jefferson,26:42,1,6,.167,1,4,.250,0,0,nan,1,3,4,2,0,1,1,4,3,+10,0
Deron Williams,25:00,4,9,.444,2,4,.500,0,0,nan,0,1,1,4,0,1,0,3,10,+10,0
J.R. Smith,20:39,4,8,.500,3,7,.429,0,0,nan,0,1,1,1,0,0,0,0,11,+2,0
Derrick Williams,16:29,2,4,.500,0,2,.000,1,2,.500,0,4,4,0,0,0,0,2,5,+3,0
Channing Frye,16:26,4,7,.571,2,5,.400,2,2,1.000,1,2,3,1,0,1,0,1,12,+10,0
James Jones,1:32,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-2,0
DeAndre Liggins,1:32,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,0,0,0,0,-2,0
Kyle Korver,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,43,86,.500,15,39,.385,15,25,.600,9,43,52,30,1,6,9,18,116,nan,0
Elfrid Payton,34:20,4,17,.235,0,0,nan,0,0,nan,3,7,10,6,3,0,1,2,8,-5,1
Terrence Ross,32:02,4,11,.364,0,4,.000,3,4,.750,0,4,4,1,1,0,1,3,11,-12,1
Evan Fournier,31:47,4,10,.400,2,5,.400,5,6,.833,0,1,1,2,2,0,0,2,15,0,1
Aaron Gordon,30:57,6,12,.500,0,1,.000,4,4,1.000,2,3,5,3,0,0,0,1,16,-8,1
Nikola Vucevic,27:51,9,19,.474,0,1,.000,2,4,.500,6,9,15,0,0,1,2,5,20,-3,1
Jeff Green,17:49,3,7,.429,0,1,.000,1,1,1.000,0,3,3,2,0,0,1,1,7,-12,1
C.J. Watson,17:34,2,4,.500,1,2,.500,4,4,1.000,0,2,2,0,0,0,0,2,9,-6,1
Bismack Biyombo,16:19,2,4,.500,0,0,nan,2,2,1.000,2,6,8,0,0,0,0,2,6,-5,1
Mario Hezonja,14:37,2,5,.400,1,3,.333,2,2,1.000,0,2,2,0,0,0,0,2,7,-6,1
D.J. Augustin,12:08,2,6,.333,0,3,.000,1,1,1.000,0,1,1,2,0,0,0,1,5,-9,1
C.J. Wilcox,1:32,0,0,nan,0,0,nan,0,0,nan,0,0,0,1,0,0,0,0,0,+2,1
Stephen Zimmerman,1:32,0,0,nan,0,0,nan,0,0,nan,1,0,1,0,0,0,0,0,0,+2,1
Damjan Rudez,1:32,0,1,.000,0,1,.000,0,0,nan,0,0,0,0,0,0,0,0,0,+2,1
240,43,86,.500,15,39,.385,15,25,.600,9,43,52,30,1,6,9,18,116,nan,240,1
